data_collector|person_id|height|head.height|head.circumference|arm.span|floor.navel|units|writing|eye|eye.color|swinging|age|gender|quality|minutes|ethnicity|notes|hand.length|hand.width|hand.elbow|elbow.armpit|arm.reach|foot.length|floor.kneepit|floor.hip|floor.armpit|my.units|my.ethnicity|my.gender|new.units|my.eye|my.writing|my.swinging|my.eye.color
5a96f81207a7a619ea2574c7e86cda93|efbf977fb9a7ccfc45ac1b7a0ae898fc|175|21.5|55.5|174|103.5|cm|right|right|brown|right|17|female|10|11|caucasian|possible ancestry may include: Norwegian, Irish, and mixed European|19|18.5|41|26|219.5|24.5|45.5|100.5|137|cm|w|f|cm|r|r|r|br
5a96f81207a7a619ea2574c7e86cda93|7acbdef0e0b5009c22a9f9ea31294de5|177|22|58|181|110.5|cm|right|left|blue|right|17|male|10|12|caucasian|possible ancestry may include: Italian, Irish, and Scottish|20.5|24|49|29|234|31|50|110|150|cm|w|m|cm|l|r|r|bl
5a96f81207a7a619ea2574c7e86cda93|df09e9a8368e050f75a6f2aa89c2c54c|166|20|56.5|160|102|cm|right|right|hazel|right|51|female|10|14|caucasian|possible ancestry may include: majority Italian|18.5|20|40|32.5|205|27.5|50|100|132|cm|w|f|cm|r|r|r|ha
5a96f81207a7a619ea2574c7e86cda93|d35f30a55820eb88b89350618eb3a171|174|22|57.5|175|102|cm|right|right|brown|right|28|female|10|12|caucasian|possible ancestry may include: European and some Guatemalan|19|19.5|44|22|222.5|24.5|49|102.5|131.5|cm|w|f|cm|r|r|r|br
5a96f81207a7a619ea2574c7e86cda93|0a02f10d313ea98a111c9e8323ed385e|183|23|57.5|172|109|cm|right|right|blue|right|30|male|10|13|caucasian|possible ancestry may include: majority Polish|19.5|20.5|43|21|227.5|26.5|50|96|139|cm|w|m|cm|r|r|r|bl
5a96f81207a7a619ea2574c7e86cda93|8fb178c3d24b3f5b762d0c82507fd3ed|93|20|51|90.5|49|cm|both|NA|brown|both|3|female|8|15|hispanic|possible ancestry may include: majority Guatemalan, very young so has not established a dominant hand and determining dominant eye was not possible|12.5|13|25|10|108|15.5|23|46.5|70|cm|h|f|cm|NA|b|b|br
5a96f81207a7a619ea2574c7e86cda93|3409c695fd39d4511ed3dd3d9fa3436f|178|23|59.5|177|104.5|cm|left|left|blue|left|19|male|10|10|caucasian|possible ancestry may include: Italian, Irish, and Scottish|20|20.5|45.5|24|221.5|25.5|50|104|143.5|cm|w|m|cm|l|l|l|bl
a7380c7fdd4f9c977a007c003e42deb8|f041ccb55bdc946d17630b2682f9d2ee|151.13|20.5|53.5|154|94.5|cm|right|right|brown|right|11|female|10|10|white|afghan|15.5|18.5|42.5|23.5|198.12|23.5|42|93.5|115.5|cm|w|f|cm|r|r|r|br
a7380c7fdd4f9c977a007c003e42deb8|c4d4662080f2500e189e6e0c061d523b|165.1|23|55|176.53|104|cm|right|right|brown|right|17|female|10|10|white|afghan|19|19.5|47|24.5|213.995|26.5|46|103|126|cm|w|f|cm|r|r|r|br
a7380c7fdd4f9c977a007c003e42deb8|bd1d7b0809e4b4ee9ca307aa5308ea6f|157.48|20|53.5|165.1|92.5|cm|right|right|brown|right|41|female|10|10|white|afghan|16.5|20.5|43|25.5|201.295|23.5|40|94|123.5|cm|w|f|cm|r|r|r|br
a7380c7fdd4f9c977a007c003e42deb8|df3939f11965e7e75dbc046cd9af1c67|174.625|23.5|61|180.34|105|cm|right|right|hazel|right|45|male|10|10|white|afghan|19.5|23.5|49.5|23.5|230.505|26.5|49|103|133.5|cm|w|m|cm|r|r|r|ha
a7380c7fdd4f9c977a007c003e42deb8|dee1225ded7171820b3b974f86164a65|167|22|55|171|105|cm|right|right|brown|right|30|female|9|10|white|afghan|20|20|45|31|212|26|50|102|130|cm|w|f|cm|r|r|r|br
a7380c7fdd4f9c977a007c003e42deb8|aad627aedbaec238fd7f74e3aa3385e5|170|24|57|175|106|cm|right|right|brown|right|33|male|9|10|white|afghan|21|22|46|31|218|27|50|105|133|cm|w|m|cm|r|r|r|br
a7380c7fdd4f9c977a007c003e42deb8|571163a3f76efb73cd125ef35b44ea4d|154|21|56.2|155|94|cm|right|right|brown|right|21|female|9|10|asian|fillipino|16.5|17|39.5|21.1|194.7|23.2|40.5|96|122.8|cm|a|f|cm|r|r|r|br
a7380c7fdd4f9c977a007c003e42deb8|3a444f015555e4667dec80fd853a5033|167.64|24|58.5|177.8|100|cm|right|right|brown|right|21|female|9|10|white|afghan|18|20|45.5|27|220.345|24|47|101|133|cm|w|f|cm|r|r|r|br
a7380c7fdd4f9c977a007c003e42deb8|3ce80889b3746a483269fb4554f69517|185|25|59|188|108|cm|right|left|hazel|right|27|male|9|10|latin american|NA|20|24|52|27|228|30|58|104|147|cm|l|m|cm|l|r|r|ha
a7380c7fdd4f9c977a007c003e42deb8|bf9017d04f72c1b5ba407971fbf61289|172|22|58|170|89|cm|right|right|black|right|24|male|9|10|asian|korean|17|7|38|18|207|23|48|35|106|cm|a|m|cm|r|r|r|b
00b0bc50a5d4c23ebdac6e69cebf284d|cb216e6502316d1466d79b4a18b540cf|180.5|26.5|60.5|181.5|103.5|cm|right|left|hazel|right|29|male|10|22|white|possible ancestry may include: german, english|21.5|24.5|47|28|233|28.5|44|100.5|142.5|cm|w|m|cm|l|r|r|ha
07455b8d275697db40dab95a03f3c208|be6fbe0a469c8ba8b4f2c44e0fe6304d|160|20|55.5|157|NA|cm|right|left|hazel|right|57|female|9|18|white|possible ancestry may include: spanish|18|20.5|39.5|28|206|25|40.5|96.5|134.5|cm|w|f|cm|l|r|r|ha
21130e0e97a7ce7afdd817c223e9ac64|ca9ff114ef0294d44570b2f047017c45|175|24|58|180|NA|cm|right|right|hazel|right|50|male|10|15|white|N/A|24|26.5|43|28|225|28|44.5|104.5|142|cm|w|m|cm|r|r|r|ha
07455b8d275697db40dab95a03f3c208|d461230a8b9f2893ad1ec16580afbeb2|180|23|58.5|185|NA|cm|right|right|hazel|right|24|male|9|16|white|possible ancestry may include: spanish|20.5|25|44.5|30.5|233|28|47|101.5|145|cm|w|m|cm|r|r|r|ha
00b0bc50a5d4c23ebdac6e69cebf284d|47216f67cbc4c6ce2dc9d6e41550496d|158|24.5|55.5|161.5|98|cm|right|right|blue-green|right|23|female|10|14|white|possible ancestry may include: german, irish|16.5|20|39|24|201|23|41.5|97|127.5|cm|w|f|cm|r|r|r|bl-gr
00b0bc50a5d4c23ebdac6e69cebf284d|b7d7985212d1c5dad1b63a7d529ce904|182.5|25|56|186|115.5|cm|right|left|hazel|left|23|male|10|13|white|possible ancestry may include: scandinavian|19|21|45.5|25.5|239|26|48.5|108|144|cm|w|m|cm|l|r|l|ha
dc4c5f00782773504555c80d9c6dd20f|9a151897ab3979d9320496fa60f3dd09|168|26|57|167|98.5|cm|left|left|brown|right|21|male|8|20|white-filipino|white father, filipino mother: possible cebuano ethnicity|19|22|45|24|215|25|43.5|96|135.5|cm|wf|m|cm|l|l|r|br
cc97268e16b656d42336d456432e1925|c7d12fe45546c973922880529fa8edae|181|25.5|61|182.5|103|cm|right|left|blue|right|56|male|9|14|white|possible ancestry may include: german, english|22|25|45.5|28.5|232|28.5|43|95.5|142|cm|w|m|cm|l|r|r|bl
391737a84a55fb3fc6b1f3e5789cd077|f7c4fadae08200bc74b0fe5368741290|155|22|57|154|NA|cm|right|left|brown|right|56|female|9|15|white|N/A|17.5|19.5|37|25|198|24.5|39|94.5|126|cm|w|f|cm|l|r|r|br
391737a84a55fb3fc6b1f3e5789cd077|fb5537e142ed55885e711bb28e44bfc4|176|24|58.5|177|NA|cm|right|right|hazel|right|17|male|9|16|white|possible ancestry may include: german, french|22|23.5|45|27|232.5|27|44|98|138|cm|w|m|cm|r|r|r|ha
58056c4dc037cb0dbba1ad30215034da|2cb006f5af92908e10f658a662e1d5dc|156.21|20.32|53.975|153.035|88.9|in|right|right|blue|rigth|28|female|10|20|white|Possible Irish descent|16.51|16.51|37.465|24.13|193.04|21.9964|37.2364|88.265|123.19|in|w|f|cm|r|r|r|bl
58056c4dc037cb0dbba1ad30215034da|5b6caf13d5494dbcf97f7cbc08fb4474|177.8|23.495|57.15|187.96|104.14|in|right|right|brown|right|27|male|10|24|white|NA|18.6182|20.32|46.99|33.8582|225.7425|27.0764|50.165|102.4382|135.89|in|w|m|cm|r|r|r|br
58056c4dc037cb0dbba1ad30215034da|25e38df28480f96f016e14a314fe3c78|152.0825|20.955|52.07|149.86|86.995|in|right|right|blue|right|61|female|10|26|white|NA|18.923|19.4564|41.275|25.0825|192.1764|21.9964|41.4782|86.36|123.825|in|w|f|cm|r|r|r|bl
58056c4dc037cb0dbba1ad30215034da|c2a09d55305b52aad95a25a11f4a6e9f|176.9364|20.955|53.975|177.4825|101.854|in|right|right|blue|right|61|male|10|23|white|NA|20.955|23.114|46.5582|33.655|222.885|25.146|45.085|100.33|136.8425|in|w|m|cm|r|r|r|bl
58056c4dc037cb0dbba1ad30215034da|739d1aeb9df6ab5010aa49d84ffee8ed|161.925|19.05|53.34|160.655|95.25|in|right|right|brown|right|54|female|10|20|white|NA|18.415|20.955|43.815|33.02|203.2|24.13|43.18|93.98|129.54|in|w|f|cm|r|r|r|br
58056c4dc037cb0dbba1ad30215034da|dcb3e11bbe723cfa77314f8e5fd010c7|182.88|22.86|58.42|186.69|113.03|in|right|right|hazel|right|55|male|9|18|white|Had stroke, left side affected|19.05|20.32|47.625|34.29|234.315|26.035|53.34|108.585|153.67|in|w|m|cm|r|r|r|ha
58056c4dc037cb0dbba1ad30215034da|b08ccacdf72360c9419bed8e73f81fab|160.02|21.1582|52.07|158.115|87.63|in|right|right|hazel|right|63|female|9|22|white|NA|17.78|18.415|40.894|23.495|203.835|22.86|43.18|86.614|129.2225|in|w|f|cm|r|r|r|ha
58056c4dc037cb0dbba1ad30215034da|d4ec69b42a38a9e3bb885e045e50861a|168.275|20.574|50.8|172.085|106.045|in|right|right|hazel|right|28|female|9|21|white|NA|17.78|19.4564|43.18|28.575|208.026|24.5364|42.926|103.2764|135.255|in|w|f|cm|r|r|r|ha
28c6a87502875ef92990719df72796de|eb85e0caa487a9fd16fac6b15715dcf8|187.96|20.32|58.42|191.135|111.125|in|right|right|hazel|right|27|male|10|25|white|Flat footed, possible German ancestry|19.685|21.59|50.165|38.1|240.03|27.94|50.8|104.14|146.05|in|w|m|cm|r|r|r|ha
58056c4dc037cb0dbba1ad30215034da|ee9817b969dbd601e367e777a5de7962|165.1|20.955|58.42|166.37|100.965|in|right|right|blue|right|36|female|8|21|white|NA|17.78|19.05|40.005|25.4|210.82|22.225|42.545|95.6564|132.08|in|w|f|cm|r|r|r|bl
e7f9de8678dd0388865077403567b45c|967282cd5d3edbae550d1c4ab643f5ce|173|22|54.5|173|100|cm|right|right|brown|right|23|male|10|15|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples|17.5|20|43|22|217|26|47.5|96|129|cm|a|m|cm|r|r|r|br
e7f9de8678dd0388865077403567b45c|8e244595a666e4311a81757ca88371b8|167|18|53|167|102|cm|right|right|brown|right|25|female|10|18|Asain|possible ancestry may include: Taiwanese, Austronesian peoples.|18|20|42|23|207.5|25|49|95|126|cm|a|f|cm|r|r|r|br
e7f9de8678dd0388865077403567b45c|7902ed1386067dae936e6639ba7f85a4|157|19|53.5|159|94|cm|right|right|brown|left|50|female|10|20|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples|16|18|39|28|197|23|43|88|119|cm|a|f|cm|r|r|l|br
e7f9de8678dd0388865077403567b45c|6ea4dc5cd6a84ef12b677bbaabc9fc6f|158|24|53|146|93|cm|right|right|brown|let|94|female|10|19|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples|17|17|39|20|194|24|47|89|110|cm|a|f|cm|r|r|l|br
e7f9de8678dd0388865077403567b45c|4eec8ecba9d91f00de594fa5267d1c98|162|22.5|56|163|98|cm|right|right|brown|right|72|female|9|23|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples|18|19|42|25|204|24|49|96|127|cm|a|f|cm|r|r|r|br
e7f9de8678dd0388865077403567b45c|49f34c755408a89228f78967771c175f|168|28|53|177|97|cm|right|right|black|right|72|male|9|15|Asain|possible ancestry may include: Taiwanese, Austronesian peoples.|19|19.5|43|21|215|25|47|94|130|cm|a|m|cm|r|r|r|b
e7f9de8678dd0388865077403567b45c|aacdcaab42f85782dbafce7a5d26b4b1|151|20|56|165|91|cm|right|both|brown|leftt|76|female|9|16|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples|18.5|18|40|21|195|24|46|96|121|cm|a|f|cm|b|r|l|br
e7f9de8678dd0388865077403567b45c|f1b5a149b72512dffa7774d6a793b41b|149|29|54|148|88.5|cm|right|right|brown|left|68|female|9|15|Asain|possible ancestry may include: Taiwanese, Austronesian peoples.|16.5|19|37.5|19|182|22.5|46|93.5|122|cm|a|f|cm|r|r|l|br
e7f9de8678dd0388865077403567b45c|15f97b6406102d4ccf285b8063f39f84|159|23|54|167|90|cm|right|both|black|right|75|male|9|19|Asain|possible ancestry may include: Taiwanese, Austronesian peoples, Taiwanese indigenous peoples|16.5|19|44|23|198|22|47|93|121|cm|a|m|cm|b|r|r|b
e7f9de8678dd0388865077403567b45c|0657038008ee10df1a7dc9e8b25e59a0|162|22.5|58|160.5|91.5|cm|right|both|brown|right|77|male|9|21|Asain|possible ancestry may include: Taiwanese, Austronesian peoples.|17.5|19|23|20|201|24|49|98|130|cm|a|m|cm|b|r|r|br
b7c953cb6c1f80156d72b012e64c2f5b|830b198e4dbea57bc18d39e4174bd4a4|173.99|25.0825|60.325|181.61|104.14|inches|right|right|brown|right|27|male|9|16|white|NA|19.05|21.9075|46.0375|33.02|224.79|25.4|41.91|90.805|151.765|in|w|m|cm|r|r|r|br
b7c953cb6c1f80156d72b012e64c2f5b|839d0778a7469b85de24947ff78d9c15|170.18|18.415|55.88|172.72|101.6|inches|left|left|brown|left|58|female|10|14|white|NA|16.51|20.32|40.64|25.4|218.44|22.86|43.18|96.52|132.08|in|w|f|cm|l|l|l|br
b7c953cb6c1f80156d72b012e64c2f5b|d001d856ebdf0decd03d46283237d5d4|177.8|25.4|57.15|182.88|107.95|inches|right|right|blue|right|52|male|8|21|white|NA|17.78|20.32|43.18|27.94|226.06|26.67|45.72|105.41|132.08|in|w|m|cm|r|r|r|bl
b7c953cb6c1f80156d72b012e64c2f5b|ce9d8ffcc3b2509bdf8bee1e4787b014|152.4|24.13|55.88|152.4|86.995|inches|right|right|blue|right|53|female|10|19|white|NA|15.875|17.78|37.465|20.32|196.4436|21.59|38.1|87.63|116.84|in|w|f|cm|r|r|r|bl
b7c953cb6c1f80156d72b012e64c2f5b|ec53b315cf47f7f0a66e0df9d77fe1b7|177.8|20.32|56.515|182.88|107.315|inches|right|right|hazel|right|60|male|9|15|white|missing pinky on left hand|223.2025|16.51|46.355|25.4|219.71|24.765|42.545|103.505|142.24|in|w|m|cm|r|r|r|ha
b7c953cb6c1f80156d72b012e64c2f5b|dfe7ac4bf28ba478a59850d3ca63ceb3|161.925|19.685|55.245|158.115|85.09|inches|right|right|blue|right|61|female|10|17|white|NA|17.78|16.51|38.735|24.13|194.31|24.13|43.18|80.01|114.3|in|w|f|cm|r|r|r|bl
b7c953cb6c1f80156d72b012e64c2f5b|fe37167d943dc7ea355615ecf8c775f9|162.56|21.59|57.15|161.29|95.25|inches|right|right|blue|right|68|female|10|15|white|NA|17.78|17.78|39.37|22.225|193.04|24.13|41.91|91.44|124.46|in|w|f|cm|r|r|r|bl
b7c953cb6c1f80156d72b012e64c2f5b|a815dbe596b632b4fd406210c97257d5|180.34|20.32|58.42|182.88|109.22|inches|right|right|brown|right|69|male|7|19|white|Can't move left hand or arm, was able to measure|17.78|20.32|41.275|26.67|200.66|26.035|45.72|107.95|137.16|in|w|m|cm|r|r|r|br
b7c953cb6c1f80156d72b012e64c2f5b|2c7416c8b08edd974800bbf4bcbcd6ba|160.655|19.05|55.88|152.4|97.79|inches|right|right|blue|right|11|male|10|21|white|NA|17.78|17.78|41.275|27.94|203.2|25.4|48.26|96.52|116.84|in|w|m|cm|r|r|r|bl
58056c4dc037cb0dbba1ad30215034da|7a7ad17163012c8f04322273aebfe886|184.15|20.955|57.785|186.69|107.95|inches|right|right|hazel|right|30|male|10|12|white|NA|19.05|20.32|48.895|34.29|237.49|28.575|48.26|105.41|150.495|in|w|m|cm|r|r|r|ha
7e6e6a69493f1d54a74ecdd4058ebadf|68097a6cb16bbb5dbd68f19762081469|158|22|53.5|159.5|91.5|cm|right|right|brown|right|62|f|8|25|korean|NA|17|20|39.5|24|200|22|36|93|123|cm|k|f|cm|r|r|r|br
7e6e6a69493f1d54a74ecdd4058ebadf|338c1ca2a3984271538bc74eae7bef6b|172|24|56|168|98.5|cm|right|right|brown|right|68|m|8|25|korean|NA|19.5|20.5|42|24.5|211|25.5|44|100|135|cm|k|m|cm|r|r|r|br
7e6e6a69493f1d54a74ecdd4058ebadf|0c5f10813c5f6befe0da412e67a6aa60|190.5|22.25|57.25|193|113|cm|right|left|blue|right|36|m|8|10|white|possibly danish|21|23.5|50.75|35.5|245|29.25|52|101|156.75|cm|w|m|cm|l|r|r|bl
7e6e6a69493f1d54a74ecdd4058ebadf|2b5ea6f3126404c7e4eda7825bed9899|180.25|21.5|55.5|185.5|111|cm|right|right|green|right|42|f|8|10|white|possibly german|20|21|44|27|234.5|27|52|110|146|cm|w|f|cm|r|r|r|gr
7e6e6a69493f1d54a74ecdd4058ebadf|7b57fe76c35503b0a477d287ea00b37f|158|20.5|57|166|90|cm|right|left|brown|right|33|f|6|15|korean|NA|16.5|20|41|21|198|24|40.5|84.5|130|cm|k|f|cm|l|r|r|br
7e6e6a69493f1d54a74ecdd4058ebadf|1d6fdbb06fbbf58b46d607cf1685049e|178|22|54|174|107.5|cm|right|left|brown|right|34|m|6|15|white|NA|17|21|44|25.5|234|23|47|102|144|cm|w|m|cm|l|r|r|br
7e6e6a69493f1d54a74ecdd4058ebadf|a8e17797adc14c4a0d5e471e1c51e978|173|20|21.5|179|104|cm|right|right|brown|right|36|m|9|20|indian|converted from inches|18.5|19.5|47.5|30.5|84|26.5|45.5|101.5|127|cm|i|m|cm|r|r|r|br
7e6e6a69493f1d54a74ecdd4058ebadf|fb0584aba84a3668a9bbf0470fba3076|162.5|20.3|55.8|165|96.5|cm|left|left|brown|right|38|f|8|10|korean|NA|17|17.8|43|29|204|21.6|39.4|96.5|134|cm|k|f|cm|l|l|r|br
7e6e6a69493f1d54a74ecdd4058ebadf|d1c3771b9b322f68e211feb06e6be920|168|20|55|165|97|cm|left|left|hazel|left|40|m|8|15|white|Irish/Spanish|18|19.7|44|30.5|218.45|24.75|39.25|91.5|133.25|cm|w|m|cm|l|l|l|ha
f697d5c9213997cc167707e4f07a8da8|a97ef9def423fd197a090c1cb628a69f|169|22|58|173|101|cm|right|both|brown|left|23|male|10|9.5|Caucasian/Asian|Ancestry includes: Filipino, Scandanavian, English.|19.5|21.5|45|22|205|26|45.5|97|131|cm|ca|m|cm|b|r|l|br
f697d5c9213997cc167707e4f07a8da8|3036ed5a46ad4a5a95f1539c3380b842|158|21.5|57|162|92|cm|right|both|brown|left|23|female|9|9.75|Asian|Ancestry includes: Cambodian, and a little bit of Vietnamese, Chinese.|18|18.5|41|23|195|23|42|88|126|cm|a|f|cm|b|r|l|br
f697d5c9213997cc167707e4f07a8da8|425f17c638540b224c07192d531bb3cb|137|23|54|139|85|cm|right|left|brown|left|31|male|8|13.25|Asian|Ancestry includes: Cambodian, and a little bit of Vietnamese, Chinese.|17|16|34|20|172|22|38|78|108|cm|a|m|cm|l|r|l|br
f697d5c9213997cc167707e4f07a8da8|7c1c7202e4c08021c2f734c5c8e2f087|162|24|56|164|93|cm|left|left|brown|right|60|male|7|27|Asian|Ancestry includes: Cambodian and Vietnamese.|20|19.5|41|20|196|23.5|44|86|119|cm|a|m|cm|l|l|r|br
f697d5c9213997cc167707e4f07a8da8|92bfa27dc07eba67b807bc12b1718d6f|160|23|54|159|95|cm|right|right|brown|left|52|female|7|25|Asian|Ancestry includes: Cambodian and Chinese.|19|19|39|21|189|23.5|40|83|123|cm|a|f|cm|r|r|l|br
f697d5c9213997cc167707e4f07a8da8|6a2b00bf02f70b2f261665b44e22013a|171|23|57|171.5|101|cm|right|right|blue|left|64|male|8|19.5|Caucasian|Ancestry includes: English, Scandanavian.|19|22|43|20|212.5|26|49|96|134|cm|w|m|cm|r|r|l|bl
f697d5c9213997cc167707e4f07a8da8|2fb0249a6780ecbd5fee198521790376|140|20|55|143|83|cm|right|both|brown|left|47|female|8|26|Asian|Ancestry includes: Filipino.|17|18|37.5|21|178|21|43|78|111|cm|a|f|cm|b|r|l|br
f697d5c9213997cc167707e4f07a8da8|14298d51dc6aa40726467279e600b416|154|23.5|57|160|96|cm|left|both|brown|right|25|male|9|24.75|Caucasian/Asian|Ancestry includes: Filipino, Scandanavian, English.|19|21|42|20.5|196|25|45|89|121|cm|ca|m|cm|b|l|r|br
f697d5c9213997cc167707e4f07a8da8|d7349aa570a6e2f2211e14679cd3808b|148|24|57|148|93|cm|right|both|brown|left|22|female|7|25|Caucasian/Asian|Ancestry includes: Filipino, Scandanavian, English.|17|17|36|19|184|22.5|42.5|89|118|cm|ca|f|cm|b|r|l|br
f697d5c9213997cc167707e4f07a8da8|c17bb12cc856350de9e81e40946d5310|148|23|54|147|92|cm|right|right|brown|left|17|female|10|17|Caucasian/Asian|Ancestry includes: Filipino, Scandanavian, English.|17|17|37|20|181|23|39|87|112|cm|ca|f|cm|r|r|l|br
54da3e417c8efaddfe60f2634e0655ff|fd4c92272d5a952adf7aad11c20458e1|182.88|23.495|57.15|193.04|107.95|"in"|"right"|"right"|"brown"|"right"|25|"male"|9|NA|"caucasian"|NA|19.05|25.4|48.895|22.225|233.68|27.94|54.61|99.06|144.145|in|w|m|cm|r|r|r|br
3278ce887bc37a4d45550d5e8a6d6828|ef1cb6e72d149b184cc241037203f60b|170.18|38.1|60.325|158.75|93.98|"in"|"right"|"both"|"brown"|"right"|26|"male"|8|17|"asian"|NA|17.78|19.05|40.64|25.4|198.8312|23.495|42.545|90.17|127|in|a|m|cm|b|r|r|br
ae042cc7daa59392f0ae30e0d7efea55|d0fa06cd93335c8cae357ffe5cd1c4e9|174.498|20.32|55.372|175.26|105.41|"in"|"right"|"right"|"brown"|"right"|28|"male"|8|15|"asian/latino"|NA|18.542|20.066|40.132|27.432|220.98|25.4|42.164|106.68|134.62|in|al|m|cm|r|r|r|br
7e7c74a4b3543bfd71fdce2f52df44e2|5d44a032652974c3e53644945a95b126|176.53|19.05|55.372|184.658|109.22|"in"|"right"|"right"|"blue"|"right"|58|"female"|9|NA|"caucasian"|NA|20.32|22.86|43.942|23.622|228.854|26.162|46.482|106.934|143.256|in|w|f|cm|r|r|r|bl
18ec34f5d5544bbb34ac03bbd62d61cf|3691308f2a4c2f6983f2880d32e29c84|162.56|33.02|58.42|166.37|99.06|"in"|"right"|"right"|"brown"|"right"|26|"female"|8|17|"asian/latino"|NA|19.05|20.955|44.45|26.67|200.66|23.495|44.45|91.44|127|in|al|f|cm|r|r|r|br
4c2954ca87d25ecb003e253dff6485b7|1f2dfa567dcf95833eddf7aec167fec7|177.165|20.955|55.245|175.895|106.68|"in"|"right"|"right"|"blue"|"right"|24|"female"|9|NA|"caucasian"|NA|18.415|20.955|45.085|35.56|224.155|23.495|52.07|99.695|143.51|in|w|f|cm|r|r|r|bl
7e01a8e692e1c5459b716e6af849922e|1e7342845e24eb3b5b3554490da1c128|170.18|22.86|58.42|171.45|99.3775|"in"|"right"|"left"|"blue"|"right"|28|"male"|9|18.5|"caucasian"|NA|18.415|20.955|41.91|20.32|208.28|24.765|45.085|92.075|127.635|in|w|m|cm|r|r|r|bl
d4c40ebf6bd149deed005ca123fa3110|051a9911de7b5bbc610b76f4eda834a0|187.452|22.225|60.96|191.516|115.062|"in"|"right"|"left"|"brown"|"right"|59|"male"|9|NA|"caucasian"|NA|21.082|25.4|45.974|22.352|236.982|29.21|47.498|112.268|150.368|in|w|m|cm|r|r|r|br
3a263ca1825c7810dd45e801c9e9f45f| e2075474294983e013ee4dd2201c7a73|172.72|21.59|56.515|173.0375|104.14|"in"|"right"|"right"|"brown"|"right"|28|"female"|9|18.5|"caucasian"|NA|18.415|20.32|43.18|22.225|215.9|23.495|46.99|98.7425|132.08|in|w|f|cm|r|r|r|br
ed892caec7a86a00ec5fbefdf5f44faf|6ce9c1c0b4443b31753cd40c34000efd|175.6|21|53.8|176.2|109|cm|right|right|brown|right|21|female|10|18|white|white european, I gave a 10 on quality because I did the measurement myself|18.5|21.2|47.3|31.5|221|26.4|45|94.5|141|cm|w|f|cm|r|r|r|br
ed892caec7a86a00ec5fbefdf5f44faf|b133711dfc55c6e89213c01c58d59703|175.5|20|55|178|107|cm|right|right|grey-green|right|22|female|9|20|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate|20|20.3|42|30.5|226|25.5|45|93|142|cm|w|f|cm|r|r|r|gr-g
ed892caec7a86a00ec5fbefdf5f44faf|807d5b3793c7e1f047818dd2611b1589|176|20.5|56|178|109|cm|right|right|grey|right|58|female|9|19|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate|20|22|44.5|34|227|26.5|48|94|143|cm|w|f|cm|r|r|r|g
ed892caec7a86a00ec5fbefdf5f44faf|a6d6a2fdf86ad4bc8096955a9f05f1ec|158|17.5|56|152.7|94|cm|right|right|blue-green|right|17|female|9|18|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate|15.8|17.6|39.6|28|194.7|21.6|39.3|82|119|cm|w|f|cm|r|r|r|bl-gr
ed892caec7a86a00ec5fbefdf5f44faf|74e358b9e1b44ee6129c7eb3344ee658|169.6|20.6|58|163|100|cm|right|right|blue-green|right|51|female|9|18|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate|17|19.7|42.5|29|209.5|24.2|41|89|126.5|cm|w|f|cm|r|r|r|bl-gr
ed892caec7a86a00ec5fbefdf5f44faf|99a156a62a0944ba6887b90d4fd77b15|165.9|21|56|166.5|95|cm|right|left|blue-grey|right|53|male|9|19|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate|17.7|19.8|43.7|30|200|24.2|42|84.2|122.2|cm|w|m|cm|l|r|r|bl-g
ed892caec7a86a00ec5fbefdf5f44faf|48cebdedc0acd343de4853d8e649058d|168|23|57|172|95|cm|right|left|brown|right|21|female|9|20|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate|17|20|44|30|216.5|24.5|49|87.8|104|cm|w|f|cm|l|r|r|br
ed892caec7a86a00ec5fbefdf5f44faf|fc45e3258bed8dcae88f0dc0b3da94df|168.5|21|55.5|170|103.5|cm|right|right|brown|right|55|female|10|15|white|white european, I gave a 10 on quality because I did the measurement myself|18.8|21.5|45.4|31.5|212.5|25.5|41.5|92|133|cm|w|f|cm|r|r|r|br
ed892caec7a86a00ec5fbefdf5f44faf|437d461430ecc08e2d51abbcf5ce9b3c|186|21.5|59.5|188.8|114.5|cm|right|left|blue|right|56|male|10|16|white|white european, I gave a 10 on quality because I did the measurement myself|20.2|22.6|49.7|34|238|28.2|47|96|147|cm|w|m|cm|l|r|r|bl
ed892caec7a86a00ec5fbefdf5f44faf|1ef53b7d22b7e7eafc7c7524078ac709|170|18.5|56|176|104|cm|right|right|brown|right|22|male|9|20|asian|vietnamese, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate|19|22|40|21.5|220|26|42|93|130|cm|a|m|cm|r|r|r|br
